,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,player_id_x,display_team_name,year_x,primary_pos_formatted,fielding_runs_prevented,outs_above_average_x,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,age,competitive_runs,bolts,hp_to_1b,sprint_speed,resp_fielder_id,year_y,outs_above_average_y,outs_per_play,rel_league_burst_distance,rel_league_reaction_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n,n_outs
0,0,0,0,0,0,,,,,,,,,,,,,0.0476190476190476,0.1162079510703364,0.2459016393442623,,1.0,,,,,,,,,,,
1,1,1,1,1,1,,,,,,,,,,,,,0.0952380952380951,0.0244648318042813,0.0737704918032787,,0.9764705882352942,,,,,,,,,,,
2,2,2,2,2,2,,,,,,,,,,,,,0.0952380952380951,0.581039755351682,1.0000000000000002,0.0841121495327108,0.9647058823529412,,,,,,,,,,,
3,3,3,3,3,3,,,,,,,,,,,,,0.476190476190476,0.1162079510703364,0.1393442622950819,0.0934579439252338,0.8941176470588235,,,,,,,,,,,
4,4,4,4,4,4,,,,,,,,,,,,,0.4285714285714286,0.3211009174311927,0.4344262295081967,0.2149532710280377,0.8823529411764706,,,,,,,,,,,
5,5,5,5,5,5,,,,,,,,,,,,,0.2380952380952381,0.5443425076452599,0.6639344262295083,0.1869158878504673,0.8823529411764706,,,,,,,,,,,
6,6,6,6,6,6,,,,,,,,,,,,,0.1904761904761904,0.4311926605504587,0.6475409836065574,0.0467289719626173,0.8705882352941177,,,,,,,,,,,
7,7,7,7,7,7,,,,,,,,,,,,,0.476190476190476,0.0795107033639143,0.1065573770491803,0.1495327102803738,0.8705882352941177,,,,,,,,,,,
8,8,8,8,8,8,,,,,,,,,,,,,0.1904761904761904,0.1009174311926605,0.1721311475409836,0.1401869158878508,0.8705882352941177,,,,,,,,,,,
9,9,9,9,9,9,,,,,,,,,,,,,0.5238095238095237,0.036697247706422,0.0163934426229508,0.3177570093457946,0.8588235294117648,,,,,,,,,,,
10,10,10,10,10,10,,,,,,,,,,,,,0.1428571428571428,0.6146788990825688,0.5901639344262295,0.2056074766355142,0.8588235294117648,,,,,,,,,,,
11,11,11,11,11,11,,,,,,,,,,,,,0.2380952380952381,0.6972477064220184,0.4426229508196721,0.0654205607476634,0.8588235294117648,,,,,,,,,,,
12,12,12,12,12,12,,,,,,,,,,,,,0.5238095238095237,0.2507645259938838,0.2131147540983606,0.3271028037383177,0.8470588235294119,,,,,,,,,,,
13,13,13,13,13,13,,,,,,,,,,,,,0.3809523809523809,0.2354740061162079,0.2131147540983606,0.2056074766355142,0.8470588235294119,,,,,,,,,,,
14,14,14,14,14,14,,,,,,,,,,,,,0.0952380952380951,0.036697247706422,0.0245901639344262,,0.8470588235294119,,,,,,,,,,,
15,15,15,15,15,15,,,,,,,,,,,,,0.2857142857142858,0.8318042813455657,0.7459016393442623,0.1588785046728977,0.8470588235294119,,,,,,,,,,,
16,16,16,16,16,16,,,,,,,,,,,,,0.2380952380952381,0.6483180428134557,0.4344262295081967,0.1962616822429912,0.8470588235294119,,,,,,,,,,,
17,17,17,17,17,17,,,,,,,,,,,,,0.1904761904761904,0.3700305810397554,0.221311475409836,0.2056074766355142,0.835294117647059,,,,,,,,,,,
18,18,18,18,18,18,,,,,,,,,,,,,0.476190476190476,0.290519877675841,0.2786885245901639,0.1028037383177569,0.835294117647059,,,,,,,,,,,
19,19,19,19,19,19,,,,,,,,,,,,,0.1904761904761904,0.1559633027522935,0.0901639344262295,0.3831775700934576,0.835294117647059,,,,,,,,,,,
20,20,20,20,20,20,,,,,,,,,,,,,0.2380952380952381,0.0886850152905198,0.040983606557377,0.1869158878504673,0.8235294117647056,,,,,,,,,,,
21,21,21,21,21,21,,,,,,,,,,,,,0.4285714285714286,0.1559633027522935,0.1393442622950819,0.1121495327102803,0.8235294117647056,,,,,,,,,,,
22,22,22,22,22,22,,,,,,,,,,,,,0.2380952380952381,0.165137614678899,0.1639344262295081,0.1495327102803738,0.8117647058823532,,,,,,,,,,,
23,23,23,23,23,23,,,,,,,,,,,,,0.3333333333333332,0.0428134556574923,0.0327868852459016,,0.8117647058823532,,,,,,,,,,,
24,24,24,24,24,24,,,,,,,,,,,,,0.6666666666666667,0.4128440366972477,0.2868852459016393,0.1401869158878508,0.7999999999999998,,,,,,,,,,,
25,25,25,25,25,25,,,,,,,,,,,,,0.2380952380952381,0.0489296636085627,0.0245901639344262,,0.7999999999999998,,,,,,,,,,,
26,26,26,26,26,26,,,,,,,,,,,,,0.2857142857142858,0.1498470948012232,0.0163934426229508,0.3084112149532707,0.7999999999999998,,,,,,,,,,,
27,27,27,27,27,27,,,,,,,,,,,,,0.3333333333333332,0.0428134556574923,0.0245901639344262,,0.7999999999999998,,,,,,,,,,,
28,28,28,28,28,28,,,,,,,,,,,,,0.0476190476190476,0.0152905198776758,0.0327868852459016,,0.7882352941176474,,,,,,,,,,,
29,29,29,29,29,29,,,,,,,,,,,,,0.3809523809523809,0.7400611620795108,0.1639344262295081,0.2803738317757016,0.7882352941176474,,,,,,,,,,,
30,30,30,30,30,30,,,,,,,,,,,,,0.1904761904761904,0.691131498470948,0.1475409836065573,0.3738317757009346,0.7882352941176474,,,,,,,,,,,
31,31,31,31,31,31,,,,,,,,,,,,,0.3809523809523809,0.0030581039755351,,,0.7882352941176474,,,,,,,,,,,
32,32,32,32,32,32,,,,,,,,,,,,,0.1904761904761904,0.1070336391437308,0.0081967213114754,0.0747663551401869,0.7882352941176474,,,,,,,,,,,
33,33,33,33,33,33,,,,,,,,,,,,,0.2380952380952381,0.6972477064220184,0.2950819672131147,0.0093457943925239,0.7882352941176474,,,,,,,,,,,
34,34,34,34,34,34,,,,,,,,,,,,,0.3333333333333332,0.9602446483180428,0.7131147540983607,0.0,0.776470588235294,,,,,,,,,,,
35,35,35,35,35,35,,,,,,,,,,,,,0.4285714285714286,0.128440366972477,,0.1869158878504673,0.776470588235294,,,,,,,,,,,
36,36,36,36,36,36,,,,,,,,,,,,,0.3333333333333332,0.8990825688073395,0.0245901639344262,0.2990654205607477,0.776470588235294,,,,,,,,,,,
37,37,37,37,37,37,,,,,,,,,,,,,0.4285714285714286,0.7308868501529052,0.4508196721311475,0.2242990654205607,0.776470588235294,,,,,,,,,,,
38,38,38,38,38,38,,,,,,,,,,,,,0.2380952380952381,0.0795107033639143,0.0,0.3271028037383177,0.776470588235294,,,,,,,,,,,
39,39,39,39,39,39,,,,,,,,,,,,,0.4285714285714286,0.0978593272171253,0.0081967213114754,0.2523364485981312,0.7647058823529411,,,,,,,,,,,
40,40,40,40,40,40,,,,,,,,,,,,,0.3333333333333332,0.0856269113149847,0.0655737704918032,0.2523364485981312,0.7647058823529411,,,,,,,,,,,
41,41,41,41,41,41,,,,,,,,,,,,,0.3809523809523809,0.0581039755351682,,,0.7647058823529411,,,,,,,,,,,
42,42,42,42,42,42,,,,,,,,,,,,,0.5238095238095237,0.0672782874617737,0.0163934426229508,,0.7647058823529411,,,,,,,,,,,
43,43,43,43,43,43,,,,,,,,,,,,,0.2857142857142858,0.8379204892966361,0.1065573770491803,0.1401869158878508,0.7647058823529411,,,,,,,,,,,
44,44,44,44,44,44,,,,,,,,,,,,,0.1904761904761904,0.3944954128440367,0.1147540983606557,0.1588785046728977,0.7647058823529411,,,,,,,,,,,
45,45,45,45,45,45,,,,,,,,,,,,,0.2857142857142858,0.5871559633027523,0.1885245901639344,0.2616822429906542,0.7647058823529411,,,,,,,,,,,
46,46,46,46,46,46,,,,,,,,,,,,,0.1904761904761904,0.3149847094801223,0.1311475409836065,0.2803738317757016,0.7647058823529411,,,,,,,,,,,
47,47,47,47,47,47,,,,,,,,,,,,,0.1904761904761904,0.5412844036697247,0.0163934426229508,0.2336448598130847,0.7647058823529411,,,,,,,,,,,
48,48,48,48,48,48,,,,,,,,,,,,,0.2380952380952381,0.1896024464831804,,0.2803738317757016,0.7529411764705882,,,,,,,,,,,
49,49,49,49,49,49,,,,,,,,,,,,,0.5238095238095237,0.6850152905198778,0.3442622950819672,0.1028037383177569,0.7529411764705882,,,,,,,,,,,
50,50,50,50,50,50,,,,,,,,,,,,,0.1904761904761904,0.5412844036697247,0.0245901639344262,0.2803738317757016,0.7529411764705882,,,,,,,,,,,
51,51,51,51,51,51,,,,,,,,,,,,,0.2857142857142858,0.0856269113149847,0.0163934426229508,0.3644859813084116,0.7529411764705882,,,,,,,,,,,
52,52,52,52,52,52,,,,,,,,,,,,,0.3809523809523809,0.0458715596330275,0.0163934426229508,,0.7529411764705882,,,,,,,,,,,
53,53,53,53,53,53,,,,,,,,,,,,,0.2380952380952381,0.45565749235474,0.1147540983606557,0.2523364485981312,0.7529411764705882,,,,,,,,,,,
54,54,54,54,54,54,,,,,,,,,,,,,0.476190476190476,0.2660550458715596,0.0327868852459016,0.2523364485981312,0.7529411764705882,,,,,,,,,,,
55,55,55,55,55,55,,,,,,,,,,,,,0.3809523809523809,0.2477064220183486,0.0,0.1214953271028043,0.7529411764705882,,,,,,,,,,,
56,56,56,56,56,56,,,,,,,,,,,,,0.0952380952380951,0.0948012232415902,0.0573770491803278,,0.7529411764705882,,,,,,,,,,,
57,57,57,57,57,57,,,,,,,,,,,,,0.2857142857142858,0.018348623853211,,,0.7529411764705882,,,,,,,,,,,
58,58,58,58,58,58,,,,,,,,,,,,,0.3809523809523809,0.0305810397553516,,,0.7529411764705882,,,,,,,,,,,
59,59,59,59,59,59,,,,,,,,,,,,,0.1904761904761904,0.0703363914373088,,0.4205607476635515,0.7529411764705882,,,,,,,,,,,
60,60,60,60,60,60,,,,,,,,,,,,,0.5714285714285714,0.2752293577981651,0.0163934426229508,0.2523364485981312,0.7529411764705882,,,,,,,,,,,
61,61,61,61,61,61,,,,,,,,,,,,,0.1904761904761904,0.4342507645259939,0.0573770491803278,0.2616822429906542,0.7529411764705882,,,,,,,,,,,
62,62,62,62,62,62,,,,,,,,,,,,,0.2380952380952381,0.8042813455657493,0.2786885245901639,0.1962616822429912,0.7411764705882353,,,,,,,,,,,
63,63,63,63,63,63,,,,,,,,,,,,,0.1428571428571428,0.3058103975535168,,0.3831775700934576,0.7411764705882353,,,,,,,,,,,
64,64,64,64,64,64,,,,,,,,,,,,,0.0952380952380951,0.6697247706422018,0.1147540983606557,0.2056074766355142,0.7411764705882353,,,,,,,,,,,
65,65,65,65,65,65,,,,,,,,,,,,,0.4285714285714286,0.6880733944954128,0.0327868852459016,0.3738317757009346,0.7411764705882353,,,,,,,,,,,
66,66,66,66,66,66,,,,,,,,,,,,,0.1428571428571428,0.7064220183486238,0.2704918032786885,0.2803738317757016,0.7411764705882353,,,,,,,,,,,
67,67,67,67,67,67,,,,,,,,,,,,,0.2857142857142858,0.7186544342507646,0.0901639344262295,0.2990654205607477,0.7411764705882353,,,,,,,,,,,
68,68,68,68,68,68,,,,,,,,,,,,,0.2857142857142858,0.3547400611620795,0.0163934426229508,0.2897196261682246,0.7294117647058824,,,,,,,,,,,
69,69,69,69,69,69,,,,,,,,,,,,,0.1904761904761904,0.0581039755351682,0.0,,0.7294117647058824,,,,,,,,,,,
70,70,70,70,70,70,,,,,,,,,,,,,0.3333333333333332,0.6391437308868502,0.0327868852459016,0.2056074766355142,0.7294117647058824,,,,,,,,,,,
71,71,71,71,71,71,,,,,,,,,,,,,0.2380952380952381,0.1039755351681957,,0.2056074766355142,0.7294117647058824,,,,,,,,,,,
72,72,72,72,72,72,,,,,,,,,,,,,0.4285714285714286,0.4801223241590214,0.2131147540983606,0.2990654205607477,0.7294117647058824,,,,,,,,,,,
73,73,73,73,73,73,,,,,,,,,,,,,0.3809523809523809,0.2966360856269113,0.0983606557377049,0.2429906542056077,0.7294117647058824,,,,,,,,,,,
74,74,74,74,74,74,,,,,,,,,,,,,0.1428571428571428,0.5137614678899083,0.0081967213114754,0.2803738317757016,0.7294117647058824,,,,,,,,,,,
75,75,75,75,75,75,,,,,,,,,,,,,0.3333333333333332,0.1865443425076452,0.0081967213114754,0.4112149532710285,0.7294117647058824,,,,,,,,,,,
76,76,76,76,76,76,,,,,,,,,,,,,0.1428571428571428,0.5045871559633027,0.0163934426229508,0.2336448598130847,0.7294117647058824,,,,,,,,,,,
77,77,77,77,77,77,,,,,,,,,,,,,0.1428571428571428,0.0091743119266055,,,0.7294117647058824,,,,,,,,,,,
78,78,78,78,78,78,,,,,,,,,,,,,0.1904761904761904,0.0152905198776758,,,0.7294117647058824,,,,,,,,,,,
79,79,79,79,79,79,,,,,,,,,,,,,0.1904761904761904,0.2691131498470948,,0.2990654205607477,0.7294117647058824,,,,,,,,,,,
80,80,80,80,80,80,,,,,,,,,,,,,0.1428571428571428,0.7400611620795108,0.2950819672131147,0.1682242990654208,0.7176470588235295,,,,,,,,,,,
81,81,81,81,81,81,,,,,,,,,,,,,0.2380952380952381,0.0948012232415902,0.0081967213114754,0.2616822429906542,0.7176470588235295,,,,,,,,,,,
82,82,82,82,82,82,,,,,,,,,,,,,0.2380952380952381,0.5779816513761468,0.0573770491803278,0.2897196261682246,0.7176470588235295,,,,,,,,,,,
83,83,83,83,83,83,,,,,,,,,,,,,0.476190476190476,0.055045871559633,0.0573770491803278,,0.7176470588235295,,,,,,,,,,,
84,84,84,84,84,84,,,,,,,,,,,,,0.3809523809523809,0.5718654434250765,0.0491803278688524,0.3551401869158885,0.7176470588235295,,,,,,,,,,,
85,85,85,85,85,85,,,,,,,,,,,,,0.1904761904761904,0.1559633027522935,,0.3644859813084116,0.7176470588235295,,,,,,,,,,,
86,86,86,86,86,86,,,,,,,,,,,,,0.2857142857142858,0.2996941896024465,0.0491803278688524,0.2429906542056077,0.7176470588235295,,,,,,,,,,,
87,87,87,87,87,87,,,,,,,,,,,,,0.1428571428571428,0.4495412844036697,0.0327868852459016,0.2336448598130847,0.7176470588235295,,,,,,,,,,,
88,88,88,88,88,88,,,,,,,,,,,,,0.2380952380952381,0.9204892966360856,0.5573770491803279,0.1214953271028043,0.7176470588235295,,,,,,,,,,,
89,89,89,89,89,89,,,,,,,,,,,,,0.0476190476190476,0.5596330275229358,0.0163934426229508,0.2710280373831772,0.7176470588235295,,,,,,,,,,,
90,90,90,90,90,90,,,,,,,,,,,,,0.1904761904761904,0.3027522935779816,0.0245901639344262,0.3551401869158885,0.7176470588235295,,,,,,,,,,,
91,91,91,91,91,91,,,,,,,,,,,,,0.4285714285714286,0.7003058103975536,0.0163934426229508,0.3364485981308416,0.7058823529411762,,,,,,,,,,,
92,92,92,92,92,92,,,,,,,,,,,,,0.2380952380952381,0.5107033639143731,,0.3738317757009346,0.7058823529411762,,,,,,,,,,,
93,93,93,93,93,93,,,,,,,,,,,,,0.2380952380952381,0.6850152905198778,0.0163934426229508,0.2336448598130847,0.7058823529411762,,,,,,,,,,,
94,94,94,94,94,94,,,,,,,,,,,,,0.3809523809523809,0.5474006116207951,,0.3738317757009346,0.7058823529411762,,,,,,,,,,,
95,95,95,95,95,95,,,,,,,,,,,,,0.5238095238095237,0.363914373088685,0.0327868852459016,0.2149532710280377,0.7058823529411762,,,,,,,,,,,
96,96,96,96,96,96,,,,,,,,,,,,,0.6190476190476191,0.2752293577981651,0.0491803278688524,0.2616822429906542,0.7058823529411762,,,,,,,,,,,
97,97,97,97,97,97,,,,,,,,,,,,,0.2380952380952381,0.691131498470948,0.0163934426229508,0.2616822429906542,0.7058823529411762,,,,,,,,,,,
98,98,98,98,98,98,,,,,,,,,,,,,0.4285714285714286,0.7064220183486238,0.1557377049180328,0.3271028037383177,0.7058823529411762,,,,,,,,,,,
99,99,99,99,99,99,,,,,,,,,,,,,0.3333333333333332,0.0764525993883792,,0.2616822429906542,0.7058823529411762,,,,,,,,,,,
100,100,100,100,100,100,,,,,,,,,,,,,0.3809523809523809,0.2660550458715596,0.0245901639344262,0.2056074766355142,0.7058823529411762,,,,,,,,,,,
101,101,101,101,101,101,,,,,,,,,,,,,0.2857142857142858,0.5657492354740061,0.0081967213114754,0.3177570093457946,0.7058823529411762,,,,,,,,,,,
102,102,102,102,102,102,,,,,,,,,,,,,0.2380952380952381,0.2477064220183486,0.0245901639344262,0.2803738317757016,0.7058823529411762,,,,,,,,,,,
103,103,103,103,103,103,,,,,,,,,,,,,0.3333333333333332,1.0,0.3360655737704918,0.2149532710280377,0.7058823529411762,,,,,,,,,,,
104,104,104,104,104,104,,,,,,,,,,,,,0.2380952380952381,0.363914373088685,0.0327868852459016,0.2149532710280377,0.7058823529411762,,,,,,,,,,,
105,105,105,105,105,105,,,,,,,,,,,,,0.2380952380952381,0.345565749235474,0.0081967213114754,0.5233644859813085,0.7058823529411762,,,,,,,,,,,
106,106,106,106,106,106,,,,,,,,,,,,,0.3333333333333332,0.1131498470948012,,0.3271028037383177,0.6941176470588237,,,,,,,,,,,
107,107,107,107,107,107,,,,,,,,,,,,,0.2380952380952381,0.1926605504587155,,0.3457943925233646,0.6941176470588237,,,,,,,,,,,
108,108,108,108,108,108,,,,,,,,,,,,,0.1904761904761904,0.5779816513761468,0.1557377049180328,0.2056074766355142,0.6941176470588237,,,,,,,,,,,
109,109,109,109,109,109,,,,,,,,,,,,,0.0952380952380951,0.908256880733945,0.0163934426229508,0.2429906542056077,0.6941176470588237,,,,,,,,,,,
110,110,110,110,110,110,,,,,,,,,,,,,0.0,0.5045871559633027,0.0081967213114754,0.3738317757009346,0.6941176470588237,,,,,,,,,,,
111,111,111,111,111,111,,,,,,,,,,,,,0.1428571428571428,0.1865443425076452,0.0081967213114754,0.4018691588785055,0.6941176470588237,,,,,,,,,,,
112,112,112,112,112,112,,,,,,,,,,,,,0.476190476190476,0.0214067278287461,,,0.6941176470588237,,,,,,,,,,,
113,113,113,113,113,113,,,,,,,,,,,,,0.3333333333333332,0.0061162079510703,,,0.6941176470588237,,,,,,,,,,,
114,114,114,114,114,114,,,,,,,,,,,,,0.4285714285714286,0.0795107033639143,0.0,0.3644859813084116,0.6941176470588237,,,,,,,,,,,
115,115,115,115,115,115,,,,,,,,,,,,,0.5714285714285714,0.0244648318042813,,,0.6823529411764704,,,,,,,,,,,
116,116,116,116,116,116,,,,,,,,,,,,,0.2857142857142858,0.4984709480122324,0.0,0.3551401869158885,0.6823529411764704,,,,,,,,,,,
117,117,117,117,117,117,,,,,,,,,,,,,0.1904761904761904,0.5198776758409787,0.040983606557377,0.4392523364485985,0.6823529411764704,,,,,,,,,,,
118,118,118,118,118,118,,,,,,,,,,,,,0.6190476190476191,0.1987767584097859,0.0491803278688524,0.2616822429906542,0.6823529411764704,,,,,,,,,,,
119,119,119,119,119,119,,,,,,,,,,,,,0.6666666666666667,0.4709480122324159,0.0081967213114754,0.5233644859813085,0.6823529411764704,,,,,,,,,,,
120,120,120,120,120,120,,,,,,,,,,,,,0.0952380952380951,0.1926605504587155,0.0163934426229508,0.3925233644859816,0.6823529411764704,,,,,,,,,,,
121,121,121,121,121,121,,,,,,,,,,,,,0.0952380952380951,0.0886850152905198,,,0.6823529411764704,,,,,,,,,,,
122,122,122,122,122,122,,,,,,,,,,,,,0.1904761904761904,0.327217125382263,,0.2710280373831772,0.6823529411764704,,,,,,,,,,,
123,123,123,123,123,123,,,,,,,,,,,,,0.3809523809523809,0.5657492354740061,0.0,0.4392523364485985,0.6823529411764704,,,,,,,,,,,
124,124,124,124,124,124,,,,,,,,,,,,,0.1904761904761904,0.7033639143730888,,0.3644859813084116,0.6823529411764704,,,,,,,,,,,
125,125,125,125,125,125,,,,,,,,,,,,,0.0476190476190476,0.036697247706422,,,0.6823529411764704,,,,,,,,,,,
126,126,126,126,126,126,,,,,,,,,,,,,0.4285714285714286,0.4281345565749235,,0.2897196261682246,0.6823529411764704,,,,,,,,,,,
127,127,127,127,127,127,,,,,,,,,,,,,0.5238095238095237,0.201834862385321,0.0,0.4112149532710285,0.6823529411764704,,,,,,,,,,,
128,128,128,128,128,128,,,,,,,,,,,,,0.6190476190476191,0.5259938837920489,0.0081967213114754,0.1682242990654208,0.6823529411764704,,,,,,,,,,,
129,129,129,129,129,129,,,,,,,,,,,,,0.0476190476190476,0.5626911314984709,0.0491803278688524,0.2429906542056077,0.6823529411764704,,,,,,,,,,,
130,130,130,130,130,130,,,,,,,,,,,,,0.6190476190476191,0.5321100917431193,,0.2803738317757016,0.6705882352941179,,,,,,,,,,,
131,131,131,131,131,131,,,,,,,,,,,,,0.3809523809523809,0.0091743119266055,,,0.6823529411764704,,,,,,,,,,,
132,132,132,132,132,132,,,,,,,,,,,,,0.4285714285714286,0.3180428134556575,,0.4205607476635515,0.6705882352941179,,,,,,,,,,,
133,133,133,133,133,133,,,,,,,,,,,,,0.3333333333333332,0.3241590214067278,0.0245901639344262,0.2990654205607477,0.6705882352941179,,,,,,,,,,,
